"name" "size" "coverage" "circular" "gc_content" "hit_to_vir_refseq" "hit_to_crasslike" "demovir" "vir_refseq" "crasslike" "ribo_prot_count" "pvogs_count" "integrase" "vcontact_cluster" "sample" "country" "crispr_host" "sample_cluster"
"ERR589420_NODE_7_length_223764_cov_19.844" "ERR589420_NODE_7_length_223764_cov_19.844" 223764 19.844 FALSE 25.84 FALSE FALSE "Myoviridae" NA NA 0 36 FALSE "c679" "ERR589420" "China" NA "4"
"ERR589428_NODE_4_length_208092_cov_24.4664" "ERR589428_NODE_4_length_208092_cov_24.4664" 208092 24.4664 FALSE 33.86 FALSE FALSE "Siphoviridae" NA NA 0 38 TRUE "c184" "ERR589428" "China" "Streptococcus" "1"
"ERR589525_NODE_1_length_270147_cov_25.2534" "ERR589525_NODE_1_length_270147_cov_25.2534" 270147 25.2534 FALSE 42.65 FALSE FALSE "Myoviridae" NA NA 0 53 TRUE "c33" "ERR589525" "China" "Streptococcus" "1"
"ERR589642_NODE_16_length_234787_cov_9.54712" "ERR589642_NODE_16_length_234787_cov_9.54712" 234787 9.54712 FALSE 38.94 FALSE FALSE "Myoviridae" NA NA 0 39 FALSE "c33" "ERR589642" "China" NA "4"
"ERR589648_NODE_8_length_206087_cov_76.4198" "ERR589648_NODE_8_length_206087_cov_76.4198" 206087 76.4198 FALSE 38.49 FALSE FALSE "Siphoviridae" NA NA 0 34 TRUE "c33" "ERR589648" "China" "Streptococcus" "4"
"ERR589659_NODE_12_length_230408_cov_41.4068" "ERR589659_NODE_12_length_230408_cov_41.4068" 230408 41.4068 FALSE 41.98 FALSE FALSE "Siphoviridae" NA NA 0 55 TRUE "c232" "ERR589659" "China" NA "1"
"ERR589666_NODE_5_length_290540_cov_7.69353" "ERR589666_NODE_5_length_290540_cov_7.69353" 290540 7.69353 FALSE 42.88 FALSE FALSE "Myoviridae" NA NA 0 55 FALSE "c33" "ERR589666" "China" "Streptococcus" "4"
"SRS016742_NODE_1_length_264464_cov_60.1087" "SRS016742_NODE_1_length_264464_cov_60.1087" 264464 60.1087 FALSE 37.69 FALSE FALSE "Siphoviridae" NA NA 0 42 TRUE "c33" "SRS016742" "US" "Streptococcus" "3"
"SRS021954_NODE_8_length_240493_cov_16.5097" "SRS021954_NODE_8_length_240493_cov_16.5097" 240493 16.5097 FALSE 39.66 FALSE FALSE "Siphoviridae" NA NA 0 44 TRUE "c33" "SRS021954" "US" NA "2"
"SRS064449_NODE_2_length_244440_cov_9.6141" "SRS064449_NODE_2_length_244440_cov_9.6141" 244440 9.6141 FALSE 32.99 FALSE FALSE "Siphoviridae" NA NA 0 47 TRUE "c648" "SRS064449" "US" NA "5"
"ERR589658_NODE_4_length_238023_cov_44.7933" "ERR589658_NODE_4_length_238023_cov_44.7933" 238023 44.7933 FALSE 33.8 FALSE FALSE "Myoviridae" NA NA 0 82 FALSE "c207" "ERR589658" "China" NA "4"
"ERR589651_NODE_1_length_218907_cov_95.2366" "ERR589651_NODE_1_length_218907_cov_95.2366" 218907 95.2366 TRUE 32.97 FALSE FALSE "Siphoviridae" NA NA 0 58 FALSE "c37" "ERR589651" "China" NA "4"
"SRS019122_NODE_21_length_209374_cov_32.764" "SRS019122_NODE_21_length_209374_cov_32.764" 209374 32.764 TRUE 35.97 FALSE FALSE "Myoviridae" NA NA 0 48 FALSE "c37" "SRS019122" "US" NA "2"
"SRS149671_NODE_16_length_236108_cov_9.03341" "SRS149671_NODE_16_length_236108_cov_9.03341" 236108 9.03341 TRUE 35.85 FALSE FALSE "Myoviridae" NA NA 0 59 FALSE "c37" "SRS149671" "US" NA NA
"ERR589866_NODE_13_length_207837_cov_11.0899" "ERR589866_NODE_13_length_207837_cov_11.0899" 207837 11.0899 TRUE 30.7 FALSE FALSE "Myoviridae" NA NA 0 34 FALSE "c621" "ERR589866" "China" NA "6"
"ERR589871_NODE_16_length_263720_cov_18.2578" "ERR589871_NODE_16_length_263720_cov_18.2578" 263720 18.2578 TRUE 35.3 FALSE FALSE "Myoviridae" NA NA 0 37 FALSE "c801" "ERR589871" "China" NA "6"
"ERR589388_NODE_3_length_233569_cov_7.95693" "ERR589388_NODE_3_length_233569_cov_7.95693" 233569 7.95693 TRUE 33.68 FALSE FALSE "Myoviridae" NA NA 0 47 TRUE "c628" "ERR589388" "China" "Streptococcus" "1"
"ERR589524_NODE_3_length_256958_cov_13.3841" "ERR589524_NODE_3_length_256958_cov_13.3841" 256958 13.3841 TRUE 35.1 FALSE FALSE "Myoviridae" NA NA 0 56 FALSE "c82" "ERR589524" "China" NA "1"
"SRS013879_NODE_8_length_241272_cov_14.1713" "SRS013879_NODE_8_length_241272_cov_14.1713" 241272 14.1713 FALSE 36.38 FALSE FALSE "Myoviridae" NA NA 0 53 FALSE "c82" "SRS013879" "US" NA "2"
"SRS014470_NODE_10_length_201148_cov_7.25402" "SRS014470_NODE_10_length_201148_cov_7.25402" 201148 7.25402 FALSE 27.08 FALSE FALSE "Myoviridae" NA NA 0 46 TRUE "c1238" "SRS014470" "US" NA "2"
"SRS015434_NODE_5_length_201313_cov_10.218" "SRS015434_NODE_5_length_201313_cov_10.218" 201313 10.218 FALSE 27.13 FALSE FALSE "Myoviridae" NA NA 0 51 TRUE "c1238" "SRS015434" "US" NA "2"
"SRS018394_NODE_6_length_208354_cov_15.8183" "SRS018394_NODE_6_length_208354_cov_15.8183" 208354 15.8183 FALSE 29.29 FALSE FALSE "Myoviridae" NA NA 0 41 TRUE "c82" "SRS018394" "US" NA "5"
"SRS018739_NODE_6_length_256965_cov_12.4059" "SRS018739_NODE_6_length_256965_cov_12.4059" 256965 12.4059 TRUE 34.99 FALSE FALSE "Myoviridae" NA NA 0 57 FALSE "c82" "SRS018739" "US" NA "2"
"SRS042643_NODE_7_length_257708_cov_12.4115" "SRS042643_NODE_7_length_257708_cov_12.4115" 257708 12.4115 FALSE 35.04 FALSE FALSE "Myoviridae" NA NA 0 57 FALSE "c82" "SRS042643" "US" NA "2"
"SRS043663_NODE_4_length_241716_cov_30.5707" "SRS043663_NODE_4_length_241716_cov_30.5707" 241716 30.5707 FALSE 36.38 FALSE FALSE "Myoviridae" NA NA 0 53 FALSE "c82" "SRS043663" "US" NA "2"
"SRS049147_NODE_4_length_254313_cov_5.01895" "SRS049147_NODE_4_length_254313_cov_5.01895" 254313 5.01895 FALSE 35.13 FALSE FALSE "Myoviridae" NA NA 0 56 FALSE "c82" "SRS049147" "US" NA "2"
"SRS049389_NODE_5_length_243253_cov_14.9142" "SRS049389_NODE_5_length_243253_cov_14.9142" 243253 14.9142 TRUE 36.38 FALSE FALSE "Myoviridae" NA NA 0 53 FALSE "c82" "SRS049389" "US" NA "2"
"SRS057791_NODE_1_length_257722_cov_9.38395" "SRS057791_NODE_1_length_257722_cov_9.38395" 257722 9.38395 FALSE 35.08 FALSE FALSE "Myoviridae" NA NA 0 55 FALSE "c82" "SRS057791" "US" NA "2"
"SRS078182_NODE_9_length_253018_cov_13.8757" "SRS078182_NODE_9_length_253018_cov_13.8757" 253018 13.8757 FALSE 35.18 FALSE FALSE "Myoviridae" NA NA 0 55 FALSE "c82" "SRS078182" "US" NA NA
"SRS015941_NODE_2_length_315556_cov_47.6479" "SRS015941_NODE_2_length_315556_cov_47.6479" 315556 47.6479 TRUE 30.7 FALSE FALSE "Myoviridae" NA NA 0 85 FALSE "c76" "SRS015941" "US" NA "2"
"SRS148193_NODE_10_length_227570_cov_9.08096" "SRS148193_NODE_10_length_227570_cov_9.08096" 227570 9.08096 FALSE 32.83 FALSE FALSE "Myoviridae" NA NA 0 34 TRUE "c1276" "SRS148193" "US" NA NA
"ERR589507_NODE_44_length_214307_cov_10.9119" "ERR589507_NODE_44_length_214307_cov_10.9119" 214307 10.9119 TRUE 31.38 FALSE FALSE "Myoviridae" NA NA 0 44 FALSE "c1972" "ERR589507" "China" NA "6"
"SRS014124_NODE_4_length_263946_cov_58.3232" "SRS014124_NODE_4_length_263946_cov_58.3232" 263946 58.3232 TRUE 33.9 FALSE FALSE "Myoviridae" NA NA 0 44 FALSE "c224" "SRS014124" "US" NA "2"
"SRS014470_NODE_4_length_258496_cov_53.49" "SRS014470_NODE_4_length_258496_cov_53.49" 258496 53.49 TRUE 34.27 FALSE FALSE "Myoviridae" NA NA 0 44 FALSE "c224" "SRS014470" "US" NA "2"
"SRS014470_NODE_8_length_210223_cov_33.8699" "SRS014470_NODE_8_length_210223_cov_33.8699" 210223 33.8699 TRUE 30.18 FALSE FALSE "Myoviridae" NA NA 0 41 FALSE "c3056" "SRS014470" "US" NA "2"
"SRS014692_NODE_1_length_259965_cov_34.3067" "SRS014692_NODE_1_length_259965_cov_34.3067" 259965 34.3067 TRUE 33.54 FALSE FALSE "Myoviridae" NA NA 0 44 FALSE "c224" "SRS014692" "US" NA "2"
"SRS015272_NODE_3_length_269196_cov_77.0463" "SRS015272_NODE_3_length_269196_cov_77.0463" 269196 77.0463 TRUE 33.42 FALSE FALSE "Myoviridae" NA NA 0 44 FALSE "c224" "SRS015272" "US" NA "2"
"SRS016225_NODE_11_length_213408_cov_14.7738" "SRS016225_NODE_11_length_213408_cov_14.7738" 213408 14.7738 TRUE 30.08 FALSE FALSE "Myoviridae" NA NA 0 41 FALSE "c3056" "SRS016225" "US" NA "2"
"SRS018300_NODE_4_length_257583_cov_9.89677" "SRS018300_NODE_4_length_257583_cov_9.89677" 257583 9.89677 TRUE 34.01 FALSE FALSE "Myoviridae" NA NA 0 44 FALSE "c224" "SRS018300" "US" NA "2"
"SRS045645_NODE_8_length_219184_cov_16.5152" "SRS045645_NODE_8_length_219184_cov_16.5152" 219184 16.5152 TRUE 30.1 FALSE FALSE "Myoviridae" NA NA 0 49 FALSE "c1972" "SRS045645" "US" NA NA
"ERR589746_NODE_12_length_258397_cov_6.74816" "ERR589746_NODE_12_length_258397_cov_6.74816" 258397 6.74816 FALSE 33.79 FALSE FALSE "Myoviridae" NA NA 0 37 TRUE "c899" "ERR589746" "China" NA "6"
"ERR589826_NODE_12_length_228591_cov_8.75589" "ERR589826_NODE_12_length_228591_cov_8.75589" 228591 8.75589 FALSE 33.78 FALSE FALSE "Siphoviridae" NA NA 0 53 TRUE "c899" "ERR589826" "China" NA "6"
"SRS015440_NODE_8_length_215922_cov_28.5589" "SRS015440_NODE_8_length_215922_cov_28.5589" 215922 28.5589 FALSE 38.68 FALSE FALSE "Siphoviridae" NA NA 0 34 FALSE "c75" "SRS015440" "US" NA "5"
"SRS015470_NODE_5_length_215098_cov_29.2934" "SRS015470_NODE_5_length_215098_cov_29.2934" 215098 29.2934 TRUE 38.68 FALSE FALSE "Siphoviridae" NA NA 0 34 FALSE "c75" "SRS015470" "US" NA NA
"SRS019980_NODE_4_length_221502_cov_12.7505" "SRS019980_NODE_4_length_221502_cov_12.7505" 221502 12.7505 FALSE 38.64 FALSE FALSE "Siphoviridae" NA NA 0 37 FALSE "c75" "SRS019980" "US" NA "5"
"SRS043663_NODE_7_length_200358_cov_62.6453" "SRS043663_NODE_7_length_200358_cov_62.6453" 200358 62.6453 TRUE 36.7 FALSE FALSE "Unassigned" NA NA 0 34 FALSE "c75" "SRS043663" "US" NA "2"
"SRS046623_NODE_1_length_241565_cov_20.0282" "SRS046623_NODE_1_length_241565_cov_20.0282" 241565 20.0282 FALSE 39.17 FALSE FALSE "Siphoviridae" NA NA 0 48 TRUE "c75" "SRS046623" "US" NA NA
"SRS053603_NODE_16_length_238418_cov_8.23113" "SRS053603_NODE_16_length_238418_cov_8.23113" 238418 8.23113 FALSE 37.23 FALSE FALSE "Myoviridae" NA NA 0 37 TRUE "c899" "SRS053603" "US" NA "2"
"SRS100027_NODE_12_length_200300_cov_26.8222" "SRS100027_NODE_12_length_200300_cov_26.8222" 200300 26.8222 FALSE 36.69 FALSE FALSE "Unassigned" NA NA 0 34 FALSE "c75" "SRS100027" "US" NA NA
"ERR589619_NODE_2_length_256150_cov_8.10799" "ERR589619_NODE_2_length_256150_cov_8.10799" 256150 8.10799 TRUE 33.05 FALSE FALSE "Myoviridae" NA NA 0 51 FALSE "c323" "ERR589619" "China" NA "4"
"SRS016225_NODE_4_length_255273_cov_13.851" "SRS016225_NODE_4_length_255273_cov_13.851" 255273 13.851 TRUE 33.03 FALSE FALSE "Myoviridae" NA NA 0 51 FALSE "c323" "SRS016225" "US" NA "2"
"SRS016501_NODE_3_length_253588_cov_9.29424" "SRS016501_NODE_3_length_253588_cov_9.29424" 253588 9.29424 TRUE 33.01 FALSE FALSE "Myoviridae" NA NA 0 50 FALSE "c323" "SRS016501" "US" NA "3"
"SRS018791_NODE_4_length_256296_cov_60.8469" "SRS018791_NODE_4_length_256296_cov_60.8469" 256296 60.8469 TRUE 32.93 FALSE FALSE "Myoviridae" NA NA 0 51 FALSE "c323" "SRS018791" "US" NA "2"
"SRS047824_NODE_5_length_256643_cov_25.6867" "SRS047824_NODE_5_length_256643_cov_25.6867" 256643 25.6867 TRUE 33.04 FALSE FALSE "Myoviridae" NA NA 0 51 FALSE "c323" "SRS047824" "US" NA "2"
"SRS051941_NODE_9_length_231177_cov_34.633" "SRS051941_NODE_9_length_231177_cov_34.633" 231177 34.633 TRUE 36.89 FALSE FALSE "Myoviridae" NA NA 0 56 FALSE "c323" "SRS051941" "US" NA "5"
"SRS058336_NODE_12_length_255770_cov_19.0308" "SRS058336_NODE_12_length_255770_cov_19.0308" 255770 19.0308 TRUE 33.02 FALSE FALSE "Myoviridae" NA NA 0 51 FALSE "c323" "SRS058336" "US" NA NA
"SRS077736_NODE_17_length_254298_cov_53.503" "SRS077736_NODE_17_length_254298_cov_53.503" 254298 53.503 TRUE 33.09 FALSE FALSE "Myoviridae" NA NA 0 49 FALSE "c323" "SRS077736" "US" NA NA
"ERR589420_NODE_6_length_229992_cov_13.7426" "ERR589420_NODE_6_length_229992_cov_13.7426" 229992 13.7426 TRUE 31.65 FALSE FALSE "Myoviridae" NA NA 0 56 FALSE "c91" "ERR589420" "China" NA "4"
"ERR1474570_NODE_3_length_211527_cov_11.7559" "ERR1474570_NODE_3_length_211527_cov_11.7559" 211527 11.7559 FALSE 38.79 FALSE FALSE "Other" NA NA 0 51 FALSE "c260" "ERR1474570" "Philippines" NA "2"
"ERR589470_NODE_5_length_228082_cov_20.6637" "ERR589470_NODE_5_length_228082_cov_20.6637" 228082 20.6637 FALSE 30.69 FALSE FALSE "Myoviridae" NA NA 0 77 TRUE "c76" "ERR589470" "China" "Prevotella" "4"
"ERR589470_NODE_6_length_223240_cov_12.608" "ERR589470_NODE_6_length_223240_cov_12.608" 223240 12.608 FALSE 38.53 FALSE FALSE "Other" NA NA 0 52 FALSE "c260" "ERR589470" "China" NA "4"
"ERR589482_NODE_15_length_215171_cov_15.0685" "ERR589482_NODE_15_length_215171_cov_15.0685" 215171 15.0685 FALSE 30.27 FALSE FALSE "Myoviridae" NA NA 0 67 FALSE "c76" "ERR589482" "China" NA "5"
"ERR589708_NODE_6_length_259691_cov_6.83762" "ERR589708_NODE_6_length_259691_cov_6.83762" 259691 6.83762 FALSE 30.71 FALSE FALSE "Myoviridae" NA NA 0 74 FALSE "c76" "ERR589708" "China" NA "4"
"SRS015762_NODE_21_length_215763_cov_47.9965" "SRS015762_NODE_21_length_215763_cov_47.9965" 215763 47.9965 FALSE 30.5 FALSE FALSE "Myoviridae" NA NA 0 71 TRUE "c76" "SRS015762" "US" NA "2"
"SRS015797_NODE_2_length_388920_cov_36.308" "SRS015797_NODE_2_length_388920_cov_36.308" 388920 36.308 FALSE 26.61 FALSE FALSE "Myoviridae" NA NA 1 82 TRUE "c134" "SRS015797" "US" NA NA
"SRS015941_NODE_1_length_389980_cov_7.93841" "SRS015941_NODE_1_length_389980_cov_7.93841" 389980 7.93841 FALSE 26.65 FALSE FALSE "Myoviridae" NA NA 1 80 TRUE "c134" "SRS015941" "US" NA "2"
"SRS017533_NODE_6_length_223782_cov_53.6916" "SRS017533_NODE_6_length_223782_cov_53.6916" 223782 53.6916 FALSE 30.36 FALSE FALSE "Myoviridae" NA NA 0 69 FALSE "c76" "SRS017533" "US" "Prevotella" "2"
"SRS018791_NODE_1_length_395675_cov_35.5222" "SRS018791_NODE_1_length_395675_cov_35.5222" 395675 35.5222 FALSE 26.23 FALSE FALSE "Myoviridae" NA NA 1 85 TRUE "c134" "SRS018791" "US" NA "2"
"SRS019022_NODE_2_length_328852_cov_10.0908" "SRS019022_NODE_2_length_328852_cov_10.0908" 328852 10.0908 FALSE 32.33 FALSE FALSE "Myoviridae" NA NA 0 100 TRUE "c425" "SRS019022" "US" NA NA
"SRS019026_NODE_1_length_268304_cov_35.0081" "SRS019026_NODE_1_length_268304_cov_35.0081" 268304 35.0081 FALSE 32.39 FALSE FALSE "Myoviridae" NA NA 0 81 FALSE "c425" "SRS019026" "US" NA "2"
"SRS019027_NODE_1_length_201024_cov_16.0857" "SRS019027_NODE_1_length_201024_cov_16.0857" 201024 16.0857 FALSE 31.64 FALSE FALSE "Myoviridae" NA NA 0 68 FALSE "c425" "SRS019027" "US" NA "2"
"SRS019071_NODE_8_length_220168_cov_13.6224" "SRS019071_NODE_8_length_220168_cov_13.6224" 220168 13.6224 FALSE 30.47 FALSE FALSE "Myoviridae" NA NA 0 70 TRUE "c76" "SRS019071" "US" "Prevotella" NA
"SRS048411_NODE_3_length_252033_cov_10.1961" "SRS048411_NODE_3_length_252033_cov_10.1961" 252033 10.1961 FALSE 27.16 FALSE FALSE "Myoviridae" NA NA 1 60 TRUE "c134" "SRS048411" "US" NA NA
"ERR589644_NODE_8_length_251277_cov_7.80091" "ERR589644_NODE_8_length_251277_cov_7.80091" 251277 7.80091 TRUE 29.51 FALSE FALSE "Myoviridae" NA NA 0 50 FALSE "c458" "ERR589644" "China" NA "4"
"ERR589743_NODE_18_length_273969_cov_12.1075" "ERR589743_NODE_18_length_273969_cov_12.1075" 273969 12.1075 TRUE 29.61 FALSE FALSE "Myoviridae" NA NA 0 56 FALSE "c308" "ERR589743" "China" NA "6"
"SRS013533_NODE_1_length_241468_cov_18.1727" "SRS013533_NODE_1_length_241468_cov_18.1727" 241468 18.1727 TRUE 30.89 FALSE FALSE "Myoviridae" NA NA 0 51 FALSE "c163" "SRS013533" "US" "Veillonella" "5"
"SRS014470_NODE_5_length_251960_cov_10.7369" "SRS014470_NODE_5_length_251960_cov_10.7369" 251960 10.7369 TRUE 29.63 FALSE FALSE "Myoviridae" NA NA 0 50 FALSE "c458" "SRS014470" "US" NA "2"
"SRS014692_NODE_2_length_253221_cov_16.9139" "SRS014692_NODE_2_length_253221_cov_16.9139" 253221 16.9139 TRUE 29.76 FALSE FALSE "Myoviridae" NA NA 0 49 FALSE "c458" "SRS014692" "US" NA "2"
"SRS015272_NODE_2_length_281349_cov_409.513" "SRS015272_NODE_2_length_281349_cov_409.513" 281349 409.513 TRUE 31.1 FALSE FALSE "Myoviridae" NA NA 0 48 FALSE "c54" "SRS015272" "US" NA "2"
"SRS015272_NODE_4_length_254442_cov_12.8586" "SRS015272_NODE_4_length_254442_cov_12.8586" 254442 12.8586 TRUE 29.69 FALSE FALSE "Myoviridae" NA NA 0 50 FALSE "c458" "SRS015272" "US" NA "2"
"SRS015797_NODE_9_length_279314_cov_101.959" "SRS015797_NODE_9_length_279314_cov_101.959" 279314 101.959 TRUE 31.71 FALSE FALSE "Myoviridae" NA NA 0 47 FALSE "c54" "SRS015797" "US" NA NA
"SRS016039_NODE_2_length_241474_cov_14.6623" "SRS016039_NODE_2_length_241474_cov_14.6623" 241474 14.6623 TRUE 30.92 FALSE FALSE "Myoviridae" NA NA 0 50 FALSE "c163" "SRS016039" "US" "Veillonella" "3"
"SRS018573_NODE_5_length_240117_cov_13.508" "SRS018573_NODE_5_length_240117_cov_13.508" 240117 13.508 TRUE 30.93 FALSE FALSE "Myoviridae" NA NA 0 51 FALSE "c163" "SRS018573" "US" "Veillonella" "5"
"SRS019026_NODE_2_length_253202_cov_7.52872" "SRS019026_NODE_2_length_253202_cov_7.52872" 253202 7.52872 TRUE 29.76 FALSE FALSE "Myoviridae" NA NA 0 50 FALSE "c458" "SRS019026" "US" NA "2"
"SRS020340_NODE_5_length_239043_cov_83.6127" "SRS020340_NODE_5_length_239043_cov_83.6127" 239043 83.6127 TRUE 30.94 FALSE FALSE "Myoviridae" NA NA 0 52 FALSE "c163" "SRS020340" "US" "Veillonella" "5"
"SRS020856_NODE_4_length_284952_cov_76.6852" "SRS020856_NODE_4_length_284952_cov_76.6852" 284952 76.6852 TRUE 31.25 FALSE FALSE "Myoviridae" NA NA 0 51 FALSE "c98" "SRS020856" "US" "Veillonella" "2"
"SRS023595_NODE_6_length_237116_cov_50.1246" "SRS023595_NODE_6_length_237116_cov_50.1246" 237116 50.1246 TRUE 30.98 FALSE FALSE "Myoviridae" NA NA 0 51 FALSE "c163" "SRS023595" "US" "Veillonella" "5"
"SRS049147_NODE_3_length_279592_cov_9.94556" "SRS049147_NODE_3_length_279592_cov_9.94556" 279592 9.94556 TRUE 31.17 FALSE FALSE "Myoviridae" NA NA 0 47 FALSE "c54" "SRS049147" "US" NA "2"
"SRS051244_NODE_2_length_285138_cov_33.3819" "SRS051244_NODE_2_length_285138_cov_33.3819" 285138 33.3819 TRUE 38.24 FALSE FALSE "Myoviridae" NA NA 0 54 FALSE "c595" "SRS051244" "US" NA "5"
"SRS053603_NODE_9_length_280027_cov_416.302" "SRS053603_NODE_9_length_280027_cov_416.302" 280027 416.302 TRUE 31.07 FALSE FALSE "Myoviridae" NA NA 0 47 FALSE "c54" "SRS053603" "US" NA "2"
"SRS055378_NODE_6_length_239551_cov_10.0684" "SRS055378_NODE_6_length_239551_cov_10.0684" 239551 10.0684 TRUE 30.86 FALSE FALSE "Myoviridae" NA NA 0 51 FALSE "c163" "SRS055378" "US" "Veillonella" NA
"SRS058053_NODE_4_length_281256_cov_9.76745" "SRS058053_NODE_4_length_281256_cov_9.76745" 281256 9.76745 TRUE 38.26 FALSE FALSE "Myoviridae" NA NA 0 54 FALSE "c595" "SRS058053" "US" NA NA
"SRS144621_NODE_11_length_236954_cov_7.11902" "SRS144621_NODE_11_length_236954_cov_7.11902" 236954 7.11902 TRUE 30.95 FALSE FALSE "Myoviridae" NA NA 0 51 FALSE "c163" "SRS144621" "US" "Veillonella" NA
"SRS146878_NODE_6_length_241490_cov_5.86832" "SRS146878_NODE_6_length_241490_cov_5.86832" 241490 5.86832 TRUE 30.92 FALSE FALSE "Myoviridae" NA NA 0 51 FALSE "c163" "SRS146878" "US" "Veillonella" NA
"SRS147436_NODE_6_length_284862_cov_14.7934" "SRS147436_NODE_6_length_284862_cov_14.7934" 284862 14.7934 TRUE 31.21 FALSE FALSE "Myoviridae" NA NA 0 50 FALSE "c98" "SRS147436" "US" "Veillonella" NA
"ERR589629_NODE_10_length_223888_cov_10.7963" "ERR589629_NODE_10_length_223888_cov_10.7963" 223888 10.7963 TRUE 27.63 FALSE FALSE "Myoviridae" NA NA 0 49 TRUE "c150" "ERR589629" "China" "Lachnoanaerobaculum" "4"
"SRS011115_NODE_14_length_227404_cov_18.3643" "SRS011115_NODE_14_length_227404_cov_18.3643" 227404 18.3643 TRUE 29.53 FALSE FALSE "Myoviridae" NA NA 0 44 FALSE "c150" "SRS011115" "US" "Lachnoanaerobaculum" "2"
"SRS044662_NODE_26_length_224341_cov_8.62739" "SRS044662_NODE_26_length_224341_cov_8.62739" 224341 8.62739 TRUE 29.48 FALSE FALSE "Myoviridae" NA NA 0 41 FALSE "c150" "SRS044662" "US" "Lachnoanaerobaculum" NA
"ERR589632_NODE_9_length_253907_cov_13.103" "ERR589632_NODE_9_length_253907_cov_13.103" 253907 13.103 FALSE 45.63 FALSE FALSE "Myoviridae" NA NA 0 38 FALSE "c678" "ERR589632" "China" NA "4"
"ERR589796_NODE_1_length_512029_cov_8.91079" "ERR589796_NODE_1_length_512029_cov_8.91079" 512029 8.91079 FALSE 31.96 FALSE FALSE "Siphoviridae" NA NA 10 107 TRUE "c3" "ERR589796" "China" NA "6"
"ERR589796_NODE_26_length_210837_cov_9.11346" "ERR589796_NODE_26_length_210837_cov_9.11346" 210837 9.11346 FALSE 32.39 FALSE FALSE "Myoviridae" NA NA 2 34 FALSE "c3" "ERR589796" "China" NA "6"
"ERR589829_NODE_17_length_219211_cov_31.8515" "ERR589829_NODE_17_length_219211_cov_31.8515" 219211 31.8515 FALSE 36.52 FALSE FALSE "Siphoviridae" NA NA 0 74 TRUE "c6" "ERR589829" "China" "Coprococcus" "7"
"SRS013818_NODE_2_length_258888_cov_4.38088" "SRS013818_NODE_2_length_258888_cov_4.38088" 258888 4.38088 FALSE 45.63 FALSE FALSE "Myoviridae" NA NA 0 35 FALSE "c678" "SRS013818" "US" NA "2"
"SRS015209_NODE_8_length_214462_cov_65.3204" "SRS015209_NODE_8_length_214462_cov_65.3204" 214462 65.3204 FALSE 46.07 FALSE FALSE "Myoviridae" NA NA 0 36 FALSE "c678" "SRS015209" "US" NA "2"
"SRS015434_NODE_4_length_201698_cov_8.89373" "SRS015434_NODE_4_length_201698_cov_8.89373" 201698 8.89373 FALSE 33.54 FALSE FALSE "Myoviridae" NA NA 0 30 FALSE "c410" "SRS015434" "US" NA "2"
"SRS015644_NODE_10_length_254449_cov_109.277" "SRS015644_NODE_10_length_254449_cov_109.277" 254449 109.277 FALSE 45.62 FALSE FALSE "Myoviridae" NA NA 0 32 FALSE "c678" "SRS015644" "US" NA "2"
"SRS015893_NODE_11_length_243210_cov_45.0601" "SRS015893_NODE_11_length_243210_cov_45.0601" 243210 45.0601 FALSE 45.46 FALSE FALSE "Myoviridae" NA NA 0 33 FALSE "c678" "SRS015893" "US" NA "2"
"SRS016335_NODE_22_length_203065_cov_30.0294" "SRS016335_NODE_22_length_203065_cov_30.0294" 203065 30.0294 TRUE 36.14 FALSE FALSE "Myoviridae" NA NA 0 35 FALSE "c410" "SRS016335" "US" NA "7"
"SRS018394_NODE_1_length_292170_cov_9.92472" "SRS018394_NODE_1_length_292170_cov_9.92472" 292170 9.92472 TRUE 30.75 FALSE FALSE "Myoviridae" NA NA 0 45 TRUE "c410" "SRS018394" "US" "Fusobacterium" "5"
"SRS018591_NODE_15_length_233681_cov_62.3544" "SRS018591_NODE_15_length_233681_cov_62.3544" 233681 62.3544 FALSE 31.69 FALSE FALSE "Myoviridae" NA NA 0 46 TRUE "c410" "SRS018591" "US" "Fusobacterium" "4"
"SRS018969_NODE_2_length_267784_cov_30.6494" "SRS018969_NODE_2_length_267784_cov_30.6494" 267784 30.6494 TRUE 45.5 FALSE FALSE "Myoviridae" NA NA 0 38 FALSE "c678" "SRS018969" "US" NA NA
"SRS019219_NODE_12_length_208169_cov_11.993" "SRS019219_NODE_12_length_208169_cov_11.993" 208169 11.993 FALSE 45.4 FALSE FALSE "Myoviridae" NA NA 0 22 FALSE "c678" "SRS019219" "US" NA "2"
"SRS019894_NODE_4_length_294881_cov_11.7473" "SRS019894_NODE_4_length_294881_cov_11.7473" 294881 11.7473 TRUE 31.05 FALSE FALSE "Myoviridae" NA NA 0 41 FALSE "c410" "SRS019894" "US" "Eubacterium" "2"
"SRS023352_NODE_2_length_275222_cov_16.6399" "SRS023352_NODE_2_length_275222_cov_16.6399" 275222 16.6399 TRUE 45.38 FALSE FALSE "Myoviridae" NA NA 0 38 FALSE "c678" "SRS023352" "US" NA "2"
"SRS024318_NODE_1_length_214015_cov_13.9052" "SRS024318_NODE_1_length_214015_cov_13.9052" 214015 13.9052 TRUE 46.29 FALSE FALSE "Myoviridae" NA NA 0 34 FALSE "c678" "SRS024318" "US" NA NA
